"","text"
"1109","@gopayindonesia Min, tolong responnya ya dan teliti keluhan saya.. saya sudah melakukan withdraw di hari jumat tanggal 1, namun uangnya balik ke saldo gopay tanggal 5.. saya lakukan withdraw lagi di tgl 5.. Tolong dibantu keluhan cust"
"1110","Tanya @BurgerKing_ID apakah klo pake kupon Maret, pembayaran ga bisa pakai @gopayindonesia @gojekpromo @gojekindonesia ? Kata mba Yochaena counter Gandaria City yg layanin, ga bisa. Begitu kah?"
"1111","@akhlishdiaz @gojekindonesia @gopayindonesia Masih mending bang dr tgl 4 . Aku tanggal 1 bang blm masuk masuk"
"1112","@akhlishdiaz @gojekindonesia @gopayindonesia Aku juga kelamaan nih masa aku HARUS TELF CS!! https://t.co/CTW6i6sre6"
"1113","@akhlishdiaz @gojekindonesia @gopayindonesia Iya aku kaget juga 2.500 tarifnya"
"1114","Dari tanggal 5 sampe sekarang gak cair cair duit aku nihh @gojekindonesia @gopayindonesia kelamaan nihhh !!!! https://t.co/clqc5ZQZ6y"
"1115","@akhlishdiaz @gojekindonesia @gopayindonesia Rusak sekaliiii"
"1116","@akhlishdiaz @gojekindonesia @gopayindonesia Udah saya telf telat nya 2hari kerja. WTF 2hari bang.. itu termasuk jam kerja. Lama bener~ harusnya transaksi gtu di cepetin udah bayar 2500.. 2hari kerja"
"1117","@gopayindonesia Saya barusan complain via help di aplikasi, apakah harus email jg ke cs?"
"1118","@gopayindonesia bisa bantu? Kejadian semalam, tp blm ad respon dr gojek. Sy dsuru dm tp gbs, dr twitternya ""you cannot message this (gojekindonesia) account"" makasih https://t.co/30kZHvCpxf"
"1119","Hai @gopayindonesia , @ChatimeIndo  margocity fepom menolak pbayaran mggunakan gopay yd dilakukan driver ojol grab,apapun alasan penolakan ini sdh DISKRIMINASI terhadap golongan tertentu,mhn @ykli lakukan sidak 
@Menkeu @detikcom @kompascom https://t.co/TZnHh9jBLZ"
"1120","Halo @gopayindonesia apakah promo dapat voucher cashback setiap belanja 75rb di @WatsonsIndo untuk member masih berjalan? Mohon infonya, terimakasih :)"
"1121","@btssxga @gojekindonesia @gopayindonesia Saya juga sudah 2x belanja dan ga dapwt cashback tapi vouchernya masih ada"
"1122","@gopayindonesia Sudah benar saya klik pakai kok. Tapi tetap tidak dapet cashback"
"1123","@gopayindonesia min saya trx di alfamart pake voucer belum ada kesbeknya. Tpi vocernya masih ada, gimana ya min?"
"1124","@gopayindonesia saya belanja di alfamart pake voucher cashback. Tapi cashback belum dapet dan vouchernya msh ada. Padahal tadi saya pake. Gimana ini?"
"1125","@gopayindonesia @btssxga @gojekindonesia Saya gak dapat voucher @alfamart <U+0001F622> buat belanja"
"1126","Idk if its a new features of @gojekindonesia, tp td cek inbox ada Go-Give yg direct @kitabisacom, dan bisa milih @baznasindonesia, bayarnya sedetik kelar pake @gopayindonesia dan sbg rantau itu ngebantunya pake banget. Jadi ga bingung lg kewajiban 2.5% tiap bulannya kasih kemana."
"1127","Minimal transfer saldo gopay ke atm berapa ya min? Tx @gojekindonesia @gopayindonesia"
"1128","@slaferdee @gopayindonesia hehe bodoamat"
"1129","Kadang sampe mau salim sama @gopayindonesia baek bener https://t.co/HutSgHOnVy"
"1130","@jerkinside @gopayindonesia 30% burgerking"
"1131","@Alfiramadhian @gopayindonesia DIAAM"
"1132","@malesnyucii @gopayindonesia nanyanya diluar KONTEKS"
"1133","Saya pake @gopayindonesia di @McDonalds_ID @Plaza_Festival pagi ini kok gak ada cashbacknya? Tks @gojekindonesia"
"1134","Hello, I never thought I will got this :)
Apaan2 ini driver gojek minta kode verifikasi <U+0001F923> @gojekindonesia @gopayindonesia coba tolong diapakan segera lah, aku mau ke bandara flight jam 7 <U+0001F62D><U+0001F62D><U+0001F62D> https://t.co/H9512b18UG"
"1135","Dah di refund, tadi langsung di telfon. Trims yaa, kalian gercep sekali <U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB> @gojekindonesia @gopayindonesia"
"1136","@IqballDC_ @gopayindonesia tapi percuma lah makannya sendirian hehe"
"1137","Ini faktanya, transaksi @gojekindonesia banyak dibayar dengan @gopayindonesia 

#SayaOptimisIndonesiaMaju https://t.co/f1FZ3gBeo5"
"1138","Duuuh, @linkaja begimana siiik.
Berawal dari tulisan yang gue foto.
Padahal pake @gopayindonesia atau @ovo_id menawarkan cashback yang lumayan.
Tergoda pake linkaja karena tulisan cashback nya lebih besar https://t.co/VTAI66pBSH"
"1139","Ngasih voucher GO-PULSA tapi dipake refund mulu,  ada ada aja nih @gopayindonesia #ApaGunaVoucher"
"1140","jadi gini, saya tadi siang saya belanja di alfamart menggunakan voucher 15.000 saya sudah melakukan langkah sesuai ""how to use"" tapi kenapa voucher saya tidak berkurang? apa itu berarti voucher saya tidak terpakai? 

@gojekindonesia @gopayindonesia https://t.co/SoJKYcZ2O1"
"1141",". @gojekindonesia teams up with Aeon Mall https://t.co/QEfPSXeYLk @gopayindonesia #payments #fintech https://t.co/3R8eewj9pq"
"1142","Halo @JeniusConnect tdk pngen kerjasama dgn @ovo_id dan @gopayindonesia ? Biar transfer gratis?
Udh bbrpa kali pakek payment tpi mikir ulang gegara biaya transfer 3000 :')"
"1143","@gopayindonesia apa bener belanja di ramayana pakai gopay dapat cashback 30rb ya min?"
"1144","@malesnyucii @IqballDC_ @gopayindonesia Makan bayak tapi sendir yah"
"1145","@IqballDC_ @gopayindonesia GAK MAUU"
"1146","@IqballDC_ @gopayindonesia Kok sendiri kak?"
"1147","@IqballDC_ @gopayindonesia Ada cashback apa bal?"
"1148","@HaiHaf @gopayindonesia Iku kan tuku listrik. Mosok tuku listrik nang gojek?"
"1149","@HaiHaf @gopayindonesia Oiyo se"
"1150","@HaiHaf @gopayindonesia Tuku nang toped ta iku? Cashback e akeh yo?"
"1151","Kenapa susah sekali ditelpon ya csnya @gopayindonesia <U+0001F613><U+0001F613>"
"1152","@gopayindonesia loteria kesbek 20%... tp gopay nya trouble, kata kasir nya trouble dr gopay nya

hmmm"
"1153","@gopayindonesia terima kasih banyak admin atas responsnya"
"1154","@gopayindonesia halo kak, kalau mau mengajukan proposal sponsorship dengan gopay bisa menghubungi kemana ya?"
"1155","@gopayindonesia udh 2 hari kok belom success yaa https://t.co/lh7jBTS7fP"
"1156","@zamanstories Ngapain susah-susah berangkat ke negara asalnya. Mendingan gofoodin aja say, selain menggerakkan perekonomian anak bangsa, gratis ongkir, juga bisa dapat cashback kalo pakai @gopayindonesia"
"1157","#Solarians punya saldo go pay??? Dengan transaksi menggunakan @gopayindonesia di Solaria, #Solarians bisa dapat cashback 20% dan tanpa minimum transaksi loh. Asik kan? ke Solaria aja yuk #Solarians

*Syarat &amp; Ketentuan berlaku.
*Max cashback 20rb https://t.co/5GmXaHOXM9"
"1158","@gopayindonesia hey gopay, saldo saya sudah 2 hari hak masuk masuk, mana prosesnya. Uanf cus di tahan tahan https://t.co/urmEi1R4hy"
"1159","@gopayindonesia sdh email disuruh lengkapi data tp yg saya bingung, Token yang ada pada aplikasi Anda sebelum order,Token yang ada pada aplikasi Anda setelah order maksudnya apa ya?? saya balas tanya ga dibalas2 lagi<U+0001F625>"
"1160","@gopayindonesia voucher go deals saya ga bisa ditukerin di alfamart min. kodenya error terus. kemaren dapat 15 (yg tgl1) voucher yg bisa cuma bebera saja<U+0001F625>"
"1161","@gopayindonesia @alfamidi_ku Kurang menggigit promonya min <U+0001F917><U+0001F917>"
"1162","@ilhamhalim2 @gojekindonesia @gopayindonesia Kok sekarang jadi sering banget ya isi saldo @gopayindonesia saldo nya masuknya dipending smp hrs komplain dulu ke @gojekindonesia tapi jawabannya malah dilempar lagi ke menu bantuan cape deh jadi males isi saldo deh klu pelayanannya seperti ini"
"1163","@gojekindonesia @gopayindonesia saya kemarin isi saldo gopay tapi sampe pagi ini kok masih belum diterima ya ?"
"1164","@kontakBRI to long dong di ibanking adain fitur top up @gopayindonesia , masa cuma di mbaking saja"
"1165","@fadelyulian_ @gopayindonesia @gojekindonesia kan maks cashback 20rb"
"1166","Pengen deh, bayar uang kuliah pake gopay biar cashback 50 persen. 

Hehe.

@gopayindonesia
@gojekindonesia"
"1167","@gopayindonesia Sudah kirim melalu dm kak. Mohon dibantu"
"1168","@gopayindonesia kak tolong bantu proses pe unggahan dokumen nya dong. Soalnya udah 3 hari belum ada kejelasan https://t.co/fUptZETqnc"
"1169","Wah jaman sekarang, beli nasi padang aja dapat  cash back. Kecup @gopayindonesia !!!"
"1170","@AndhiniW @gopayindonesia KANTORKU JUGAAA! Ku sangat bahagia! Makasih gopay :”)"
"1171","biasa bayar tagihan internet via @gopayindonesia karena ada cashback. kini program itu telah tiada dan merasa heuheu"
"1172","Halooo @alfamart @sahabatalfamart ini kenapa voucher dari @gopayindonesia tidak bisa dipakai diseluruh alfamart denpasar?!! Sedangkan hari ini adalah hari terkahir utk penukaran voucher. Rugi dong ya saya belanja tapi gak dapat cashback yg sesuai dijanjikan."
"1173","@gopayindonesia @alfamart @sahabatalfamart sudah didm ya min, mohon dibalas. tq"
"1174","Halooo @alfamart ini kenapa voucher dari @gopayindonesia tidak bisa dipakai diseluruh alfamart denpasar?!! Sedangkan hari ini adalah hari terkahir utk penukaran voucher. Rugi dong ya saya belanja tapi gak dapat cashback yg sesuai dijanjikan."
"1175","@anindagav @alfamart @sahabatalfamart @gopayindonesia Kalo mau bayar pake gopay alesannya mesin struknya rusak..."
"1176","@gopayindonesia @gojekindonesia @alfamart kalo ngasih promo, yg jujur dong. Kodenya ga bisa dipake.  Di layar kasir tulisannya,  Kode tidak sesuai untuk item ini.  Gitu terus.  Pas coba terus,  berubah jadi kode sudah di redeem di alfamart A. Taekkkk.  Ga bener banget bisnisnya"
"1177","Ini lagi ada promo apa sih ? Kok bisa cashback 100% ?  <U+0001F924> Tau gini gua belanja banyak tadi..

@gojekindonesia @gopayindonesia @alfamart https://t.co/FmEaWtK7Ie"
"1178","@ismissyouu @gojekindonesia @gopayindonesia @alfamart khusus buat sobat misqin <U+0001F606>"
"1179","@gojekindonesia
@gopayindonesia
 tiket 07206978, sya punya 2 device kenapa dhitung 1 device?
Padahal merchant lain fine aja tuu, CB tetep masuk krn 2 device beda &amp; 2 Akun beda juga
Lah solaria doang yg g masuk

Aneh aturannya!
Sya bsa kash bukti loh!"
"1180","@samuelchrstns @gojekindonesia @gopayindonesia @alfamart Kok gokil sihh wkwk"
"1181","@nainanina wes tak mention seko 7 jam lalu, tetep ra respon, wqwq...gimana @linkaja mo ngalahin @ovo_id dan @gopayindonesia nya @gojekindonesia kl keluhanku di balas minta maaf aja juga engga :("
"1182","@gopayindonesia @akhlishdiaz @gojekindonesia Iyaa perlu ditingkatkan untuk salah satu hal ini. Masalah satu ini ovo jauh lebih unggul. Transfer dana ovo ke rekening mana aja tanpa charge. Gopay 2.500"
